Grade of previous qualification,Admission grade,1st Sem Credited,1st Sem Enrolled,1st Sem Evaluations,1st Sem Approved,1st Sem Grade,1st Sem No Eval,2nd Sem Credited,2nd Sem Enrolled,2nd Sem Evaluations,2nd Sem Approved,2nd Sem Grade,2nd Sem No Eval,Unemployment rate,Inflation rate,GDP,Marital status_0,Marital status_1,Application mode_0,Application mode_1,Application mode_17,Application mode_39,Application order_0,Application order_1,Application order_2,Application order_3,Course_33,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Daytime/evening attendance_0,Daytime/evening attendance_1,Previous qualification_0,Previous qualification_1,Previous qualification_3,Previous qualification_19,Previous qualification_39,Nationality_0,Nationality_1,Mother's qualification_0,Mother's qualification_1,Mother's qualification_3,Mother's qualification_19,Mother's qualification_37,Mother's qualification_38,Father's qualification_0,Father's qualification_1,Father's qualification_19,Father's qualification_37,Father's qualification_38,Mother's occupation_0,Mother's occupation_3,Mother's occupation_4,Mother's occupation_5,Mother's occupation_9,Father's occupation_0,Father's occupation_3,Father's occupation_4,Father's occupation_5,Father's occupation_7,Father's occupation_8,Father's occupation_9,Displaced_0,Displaced_1,Educational special needs_0,Educational special needs_1,Debtor_0,Debtor_1,Tuition fees up to date_0,Tuition fees up to date_1,Gender_0,Gender_1,Scholarship holder_0,Scholarship holder_1,Age at enrollment_1,Age at enrollment_2,Age at enrollment_3,Age at enrollment_4,International_0,International_1
-0.5689547393352477,-0.8554734832904273,-0.301578998869058,-0.5008593311138907,-0.7703878735300089,0.0961056563885072,0.6534354793480316,-0.19303948911207117,-0.28474377550658675,-0.5484235205546629,-0.2587333516833264,0.18455931998925754,0.4116447571330641,-0.1983431985492692,-0.8125621814670944,-1.4780277004402793,-1.3743370805456134,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.11131245498850721,-0.446182014763683,-0.301578998869058,-0.5008593311138907,1.1216266878573247,-0.5549733636964336,0.1429427371541626,2.75105045320799,-0.28474377550658675,-0.5484235205546629,-0.006358286525299038,0.18455931998925754,0.45010586836750605,-0.1983431985492692,-0.8125621814670944,-1.4780277004402793,-1.3743370805456134,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9468809584040003,-1.167644942336249,-0.301578998869058,-0.5008593311138907,1.1216266878573247,-0.5549733636964336,0.022218102175882676,-0.19303948911207117,-0.28474377550658675,-0.5484235205546629,0.24601677863272833,-0.48413073815789476,0.014213274377162903,-0.1983431985492692,1.4711296997649475,1.1318846140810497,-1.7871075328150754,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.9468809584040003,-0.7306048996720989,0.5653556162642787,0.3116428900695545,-0.2973842331831755,-0.22943385365396315,0.1774354900050996,-0.19303948911207117,2.380210060552641,1.2797532973589163,0.4983918437907557,0.8532493781364099,0.3621947569744956,-0.1983431985492692,0.31056497323718857,-0.5355593646409106,0.7817298563087046,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5689547393352477,-0.7306048996720989,-0.301578998869058,-0.5008593311138907,-0.06088241300975878,0.0961056563885072,0.5396093949399391,-0.19303948911207117,-0.28474377550658675,-0.5484235205546629,-0.006358286525299038,0.18455931998925754,0.14241697849196963,-0.1983431985492692,0.87212855058933,-1.1155398789789837,0.34261235389438327,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.152114037959772,1.2048581464119945,-0.301578998869058,-2.5321148840725036,-1.9528969743970923,-1.5315918938238446,-2.2025644567095597,-0.19303948911207117,-0.28474377550658675,-2.833644542946637,-2.025358807789518,-1.4871658253786233,-1.9729441394023435,-0.1983431985492692,-1.4864384742896644,0.9868894854965315,0.1362271277596522,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4892386740572599,-0.09238769451175229,-0.301578998869058,0.7178940006612771,-0.06088241300975878,0.7471846764734479,0.5943050458892821,-0.19303948911207117,-0.28474377550658675,0.8227090928805214,-0.006358286525299038,0.8532493781364099,0.6259280911535269,-0.1983431985492692,0.4228776887076165,1.7843626927113823,-0.7507902271172769,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2624829426160083,-0.04382768977129095,-0.301578998869058,-0.0946082205221681,0.4121212273370746,0.0961056563885072,0.15673983829453741,-0.19303948911207117,-0.28474377550658675,-0.09137931607626813,-0.006358286525299038,0.18455931998925754,0.14241697849196963,-0.1983431985492692,-0.28843617593842885,0.11691871398942168,0.7597739811879886,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.04328573555613129,-1.6879307074126182,-0.301578998869058,-0.0946082205221681,1.8311321483775749,-1.2060523837813744,-0.13299928565333424,-0.19303948911207117,-0.28474377550658675,-0.09137931607626813,1.2555170392648378,-1.4871658253786233,-1.9729441394023435,-0.1983431985492692,-0.9997500405844748,0.11691871398942168,1.5370119604613373,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.4177842517077466,-0.7652906173438568,-0.301578998869058,-0.5008593311138907,0.4121212273370746,-0.22943385365396315,0.1774354900050996,-0.19303948911207117,-0.28474377550658675,-0.5484235205546629,0.7507669089487831,-1.4871658253786233,-1.9729441394023435,-0.1983431985492692,0.87212855058933,-1.1155398789789837,0.34261235389438327,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5689547393352477,-0.3074391440766512,-0.301578998869058,0.3116428900695545,-0.2973842331831755,0.7471846764734479,0.6380615666487567,-0.19303948911207117,-0.28474377550658675,0.8227090928805214,-0.006358286525299038,1.187594407209986,0.8154864250947056,-0.1983431985492692,-0.17612346046800095,-0.4630618003486514,0.8827268818639986,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.640409161684761,-0.036890546236939756,-0.301578998869058,0.7178940006612771,-0.06088241300975878,0.7471846764734479,0.5493659164606323,-0.19303948911207117,-0.28474377550658675,0.8227090928805214,-0.006358286525299038,0.8532493781364099,0.5841703132418467,-0.1983431985492692,-0.28843617593842885,0.11691871398942168,0.7597739811879886,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.04328573555613129,-0.1617591298552682,-0.301578998869058,-0.0946082205221681,-0.2973842331831755,0.42164516643097755,0.6356963493104065,-0.19303948911207117,-0.28474377550658675,-0.09137931607626813,-0.5111084168413538,0.18455931998925754,0.4885669796019483,-0.1983431985492692,1.73319270252928,-0.6805544932254288,-0.4082785752341063,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.7159944054985116,0.642949520129516,-0.301578998869058,-0.0946082205221681,-0.5338860533565922,0.42164516643097755,0.4188847599616591,-0.19303948911207117,-0.28474377550658675,-0.09137931607626813,-0.5111084168413538,0.5189043490628337,0.7193336470086005,-0.1983431985492692,1.73319270252928,-0.6805544932254288,-0.4082785752341063,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5648239178710104,0.33077806108369434,-0.301578998869058,0.3116428900695545,-0.06088241300975878,0.7471846764734479,0.5158093954727924,-0.19303948911207117,-0.28474377550658675,0.8227090928805214,0.24601677863272833,1.187594407209986,0.5740361156784859,-0.1983431985492692,0.31056497323718857,-0.5355593646409106,0.7817298563087046,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.7027333965415057,2.3009268248395465,-0.301578998869058,-0.5008593311138907,-0.7703878735300089,0.0961056563885072,0.2395224451367865,-0.19303948911207117,-0.28474377550658675,-0.5484235205546629,-0.7634834819993811,0.18455931998925754,0.4116447571330641,-0.1983431985492692,1.4711296997649475,1.1318846140810497,-1.7871075328150754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
