ID,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,issue_d_month,issue_d_year,earliest_cr_line_month,earliest_cr_line_year,last_pymnt_d_month,last_pymnt_d_year,last_credit_pull_d_month,last_credit_pull_d_year,grade
34835,20000.0,20000.0,20000.0, 36 months,13.56,679.29,4 years,RENT,80000.0,Source Verified,Current,n,credit_card,IL,16.38,1.0,690.0,694.0,0.0,14.0,0.0,21513.0,50.4,22.0,w,16717.36,16717.36,4739.96,4739.96,3282.64,1457.32,0.0,0.0,0.0,679.29,694.0,690.0,0.0,1.0,Individual,0.0,0.0,33192.0,40200.0,4.0,2553.0,13940.0,57.0,0.0,0.0,80.0,111.0,23.0,14.0,0.0,23.0,14.0,0.0,7.0,8.0,9.0,11.0,4.0,12.0,17.0,8.0,14.0,0.0,0.0,0.0,0.0,85.7,12.5,0.0,0.0,57686.0,33192.0,34500.0,17486.0,N,Cash,N,6,2018,3,2009,1,2019,2,2019,C
63806,2500.0,2500.0,2500.0, 36 months,12.61,83.77,7 years,MORTGAGE,50000.0,Not Verified,Current,n,other,NC,27.48,0.0,710.0,714.0,0.0,8.0,0.0,23646.0,73.0,15.0,w,371.51,371.51,2337.26,2337.26,2128.49,208.77,0.0,0.0,0.0,83.77,759.0,755.0,0.0,1.0,Individual,0.0,0.0,196121.0,32400.0,2.0,24515.0,4226.0,79.4,0.0,0.0,41.0,103.0,28.0,2.0,3.0,59.0,5.0,0.0,2.0,5.0,2.0,4.0,2.0,5.0,10.0,5.0,8.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,217915.0,48325.0,20500.0,37515.0,N,Cash,N,1,2018,6,2009,2,2019,2,2019,C
42704,9450.0,9450.0,9450.0, 36 months,12.29,315.19,2 years,MORTGAGE,95000.0,Not Verified,Fully Paid,n,debt_consolidation,CA,21.46,2.0,690.0,694.0,0.0,16.0,0.0,35843.0,80.2,28.0,w,0.0,0.0,10886.5758267005,10886.58,9450.0,1436.58,0.0,0.0,0.0,10.56,754.0,750.0,0.0,1.0,Individual,0.0,0.0,649333.0,44700.0,3.0,43289.0,7044.0,66.8,0.0,0.0,122.0,174.0,25.0,12.0,2.0,43.0,21.0,0.0,4.0,6.0,6.0,10.0,8.0,11.0,17.0,6.0,16.0,0.0,0.0,0.0,1.0,89.3,50.0,0.0,0.0,713442.0,54792.0,21200.0,29742.0,N,Cash,N,6,2015,4,1997,2,2017,3,2017,C
63396,24000.0,24000.0,24000.0, 60 months,13.99,558.32,7 years,MORTGAGE,67000.0,Source Verified,Fully Paid,n,debt_consolidation,NV,16.59,0.0,690.0,694.0,1.0,7.0,0.0,15175.0,75.9,16.0,w,0.0,0.0,31142.273587327203,31142.27,24000.0,7142.27,0.0,0.0,0.0,13871.66,779.0,775.0,0.0,1.0,Individual,0.0,0.0,189961.0,20000.0,5.0,27137.0,950.0,93.9,0.0,0.0,122.0,258.0,4.0,4.0,2.0,81.0,4.0,0.0,3.0,4.0,3.0,3.0,8.0,4.0,6.0,4.0,7.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,202180.0,26526.0,15500.0,18000.0,N,Cash,N,5,2015,10,1993,1,2018,0,2019,C
62468,16000.0,16000.0,16000.0, 36 months,8.99,508.73,10+ years,MORTGAGE,155000.0,Not Verified,Fully Paid,n,debt_consolidation,MA,10.36,0.0,670.0,674.0,0.0,6.0,0.0,4914.0,47.7,21.0,w,0.0,0.0,17730.868258982,17730.87,16000.0,1730.87,0.0,0.0,0.0,9098.44,769.0,765.0,0.0,1.0,Individual,0.0,0.0,415427.0,10300.0,3.0,83085.0,3086.0,61.4,0.0,0.0,123.0,354.0,16.0,3.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,4.0,12.0,1.0,6.0,0.0,0.0,0.0,2.0,71.4,0.0,0.0,0.0,424546.0,17369.0,8000.0,15600.0,N,Cash,N,6,2016,0,1987,1,2018,2,2019,B
27284,24000.0,24000.0,24000.0, 60 months,15.05,571.59,< 1 year,MORTGAGE,60000.0,Source Verified,Late (31-120 days),n,debt_consolidation,SC,34.04,0.0,690.0,694.0,0.0,11.0,0.0,14078.0,71.5,25.0,w,18255.41,18255.41,10810.04,10810.04,5744.59,5065.45,0.0,0.0,0.0,571.59,594.0,590.0,0.0,1.0,Individual,0.0,0.0,237894.0,19700.0,1.0,21627.0,1493.0,85.1,0.0,0.0,143.0,172.0,4.0,4.0,2.0,45.0,7.0,0.0,2.0,4.0,2.0,2.0,15.0,5.0,8.0,4.0,11.0,0.0,0.0,0.0,1.0,95.8,100.0,0.0,0.0,278202.0,132412.0,10000.0,145594.0,N,Cash,N,5,2017,1,2003,1,2019,2,2019,C
59566,15000.0,15000.0,15000.0, 60 months,22.2,416.0,10+ years,RENT,51200.0,Verified,Charged Off,n,debt_consolidation,GA,20.87,0.0,685.0,689.0,3.0,13.0,1.0,19281.0,59.5,32.0,f,0.0,0.0,3744.0,3744.0,1341.02,2397.76,0.0,5.22,0.0,416.0,664.0,660.0,0.0,1.0,Individual,0.0,0.0,29762.0,32700.0,7.0,2289.0,3764.0,81.7,0.0,0.0,157.0,204.0,3.0,3.0,0.0,38.0,3.0,0.0,2.0,6.0,3.0,8.0,13.0,11.0,18.0,6.0,13.0,0.0,0.0,0.0,4.0,100.0,33.3,1.0,0.0,44377.0,29762.0,18300.0,6060.0,N,Cash,N,7,2013,4,1994,4,2014,0,2018,E
44760,4325.0,4325.0,4325.0, 36 months,25.8,173.8,5 years,RENT,24000.0,Not Verified,Fully Paid,n,other,NY,30.55,0.0,665.0,669.0,0.0,7.0,0.0,3661.0,55.5,12.0,f,0.0,0.0,5441.360000165,5441.36,4325.0,1116.36,0.0,0.0,0.0,3361.96,714.0,710.0,0.0,1.0,Individual,0.0,0.0,22321.0,6600.0,5.0,3189.0,605.0,76.7,0.0,0.0,150.0,40.0,7.0,5.0,0.0,7.0,7.0,0.0,2.0,5.0,2.0,4.0,4.0,5.0,8.0,5.0,7.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,27631.0,22321.0,2600.0,21031.0,N,Cash,N,4,2015,9,2002,5,2016,2,2019,G
94447,8000.0,8000.0,8000.0, 36 months,12.74,268.56,2 years,MORTGAGE,50000.0,Not Verified,Fully Paid,n,credit_card,FL,22.28,0.0,705.0,709.0,1.0,7.0,0.0,28748.0,48.2,23.0,w,0.0,0.0,8206.9373097566,8206.94,8000.0,206.94,0.0,0.0,0.0,1412.58,734.0,730.0,0.0,1.0,Individual,0.0,0.0,204376.0,59600.0,6.0,29197.0,29852.0,49.1,0.0,0.0,123.0,147.0,23.0,6.0,2.0,23.0,4.0,0.0,4.0,4.0,4.0,9.0,10.0,5.0,11.0,4.0,7.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,247855.0,35174.0,58600.0,16524.0,N,Cash,N,11,2016,8,2004,3,2017,11,2017,C
90084,30000.0,30000.0,29725.0, 36 months,12.73,1006.93,2 years,RENT,120000.0,Verified,Current,n,credit_card,CA,14.39,2.0,665.0,669.0,0.0,20.0,0.0,35300.0,50.4,32.0,f,26482.76,26240.0,4981.61,4935.95,3517.24,1464.37,0.0,0.0,0.0,1006.93,719.0,715.0,0.0,1.0,Individual,0.0,0.0,62794.0,70100.0,5.0,3305.0,21400.0,62.3,0.0,0.0,142.0,217.0,4.0,1.0,0.0,18.0,1.0,1.0,8.0,8.0,11.0,18.0,6.0,17.0,26.0,8.0,20.0,0.0,0.0,1.0,2.0,87.5,54.5,0.0,0.0,98671.0,62794.0,56700.0,28571.0,N,DirectPay,N,9,2018,7,2000,2,2019,2,2019,B
46516,11200.0,11200.0,11200.0, 60 months,14.98,266.33,10+ years,RENT,37000.0,Source Verified,Charged Off,n,credit_card,OR,15.86,0.0,680.0,684.0,0.0,6.0,0.0,14199.0,74.3,12.0,f,0.0,0.0,3462.29,3462.29,1773.67,1688.5,0.0,0.12,0.0,266.33,634.0,630.0,0.0,1.0,Individual,0.0,139.0,21778.0,19100.0,3.0,3630.0,4318.0,72.3,0.0,0.0,146.0,144.0,14.0,3.0,0.0,24.0,13.0,0.0,3.0,4.0,4.0,5.0,4.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,26864.0,21778.0,15600.0,7764.0,N,Cash,N,0,2014,9,2001,1,2015,2,2019,C
34114,14000.0,14000.0,14000.0, 60 months,8.39,286.49,10+ years,MORTGAGE,165000.0,Source Verified,Current,n,credit_card,MA,5.78,2.0,715.0,719.0,0.0,14.0,0.0,11062.0,27.3,31.0,w,1677.63,1677.63,15470.46,15470.46,12322.37,3148.09,0.0,0.0,0.0,286.49,779.0,775.0,0.0,1.0,Individual,0.0,0.0,348461.0,40500.0,2.0,24890.0,17315.0,27.6,0.0,0.0,154.0,220.0,13.0,13.0,3.0,13.0,10.0,0.0,4.0,6.0,7.0,14.0,9.0,12.0,19.0,6.0,13.0,0.0,0.0,0.0,0.0,83.9,42.9,0.0,0.0,415390.0,18940.0,23900.0,26890.0,N,Cash,N,8,2014,4,1996,2,2019,2,2019,A
11841,5500.0,5500.0,5500.0, 36 months,23.5,214.34,6 years,RENT,35000.0,Not Verified,Fully Paid,n,other,CA,16.83,5.0,690.0,694.0,2.0,4.0,0.0,674.0,27.0,15.0,f,0.0,0.0,6017.518508865201,6017.52,5500.0,517.52,0.0,0.0,0.0,5160.97,574.0,570.0,0.0,1.0,Individual,0.0,0.0,15706.0,2500.0,4.0,3927.0,641.0,28.8,0.0,0.0,61.0,85.0,6.0,6.0,0.0,6.0,3.0,0.0,1.0,2.0,1.0,8.0,3.0,2.0,12.0,2.0,4.0,0.0,0.0,0.0,4.0,66.0,0.0,0.0,0.0,20369.0,15706.0,900.0,17869.0,N,Cash,N,7,2013,7,2006,0,2014,7,2018,F
26808,12000.0,12000.0,12000.0, 36 months,9.44,384.06,2 years,MORTGAGE,58000.0,Not Verified,Current,n,credit_card,TX,25.23,0.0,720.0,724.0,0.0,10.0,0.0,20134.0,49.1,13.0,f,5413.91,5413.91,8058.97,8058.97,6586.09,1472.88,0.0,0.0,0.0,384.06,699.0,695.0,0.0,1.0,Individual,0.0,0.0,233400.0,41000.0,3.0,23340.0,20866.0,49.1,0.0,0.0,69.0,480.0,40.0,19.0,2.0,40.0,19.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,0.0,291814.0,35151.0,41000.0,44160.0,N,Cash,N,5,2017,3,1977,2,2019,1,2019,B
9752,15000.0,15000.0,15000.0, 60 months,13.67,346.47,10+ years,MORTGAGE,68000.0,Not Verified,Current,n,credit_card,OK,26.19,0.0,720.0,724.0,0.0,12.0,0.0,12056.0,60.9,20.0,f,7500.24,7500.24,12115.06,12115.06,7499.76,4615.3,0.0,0.0,0.0,346.47,709.0,705.0,0.0,1.0,Individual,0.0,0.0,188711.0,19800.0,3.0,15726.0,2254.0,80.9,0.0,0.0,107.0,107.0,16.0,16.0,1.0,29.0,19.0,0.0,4.0,7.0,4.0,5.0,9.0,7.0,9.0,7.0,12.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,251237.0,37114.0,11800.0,63311.0,N,Cash,N,3,2016,5,1994,2,2019,2,2019,C
44467,22000.0,22000.0,22000.0, 36 months,17.14,785.9,10+ years,MORTGAGE,330000.0,Verified,Fully Paid,n,other,CA,13.46,0.0,690.0,694.0,1.0,12.0,0.0,99054.0,86.5,27.0,w,0.0,0.0,23628.68,23628.68,22000.0,1628.68,0.0,0.0,0.0,20526.98,689.0,685.0,0.0,1.0,Individual,0.0,0.0,1399445.0,109100.0,9.0,116620.0,6929.0,71.7,0.0,0.0,142.0,184.0,6.0,1.0,1.0,19.0,1.0,0.0,2.0,6.0,3.0,8.0,12.0,8.0,14.0,6.0,12.0,0.0,0.0,0.0,4.0,100.0,66.7,0.0,0.0,1446567.0,336129.0,24500.0,237467.0,N,Cash,N,10,2014,6,1999,3,2015,2,2019,D
60673,10000.0,10000.0,10000.0, 36 months,11.99,332.1,2 years,RENT,35000.0,Not Verified,Charged Off,n,credit_card,AZ,21.78,3.0,660.0,664.0,2.0,9.0,0.0,6314.0,54.0,26.0,w,0.0,0.0,4324.7,4324.7,3416.38,908.32,0.0,0.0,0.0,332.1,539.0,535.0,0.0,1.0,Individual,0.0,0.0,6314.0,11700.0,4.0,702.0,3030.0,54.1,0.0,0.0,209.0,463.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,5.0,6.0,6.0,9.0,17.0,6.0,9.0,0.0,0.0,1.0,4.0,76.9,0.0,0.0,0.0,11700.0,6314.0,6600.0,0.0,N,Cash,N,0,2014,5,1975,11,2014,1,2017,B
52290,11400.0,11400.0,11400.0, 60 months,12.74,257.88,< 1 year,RENT,69000.0,Source Verified,Fully Paid,n,credit_card,AZ,7.1,0.0,675.0,679.0,1.0,12.0,0.0,2557.0,9.5,35.0,w,0.0,0.0,13844.1332432158,13844.13,11400.0,2444.13,0.0,0.0,0.0,8166.73,689.0,685.0,0.0,1.0,Individual,0.0,693.0,11612.0,26900.0,4.0,1056.0,8643.0,22.8,0.0,0.0,160.0,267.0,12.0,12.0,0.0,32.0,0.0,2.0,2.0,2.0,5.0,10.0,13.0,11.0,22.0,2.0,12.0,0.0,0.0,0.0,1.0,88.6,0.0,0.0,0.0,39075.0,11612.0,11200.0,12175.0,N,Cash,N,2,2017,11,1994,1,2019,2,2019,C
38894,17000.0,17000.0,17000.0, 60 months,8.18,346.17,9 years,MORTGAGE,145000.0,Not Verified,Current,n,credit_card,NC,18.08,0.0,765.0,769.0,0.0,17.0,0.0,32095.0,33.4,27.0,w,6451.36,6451.36,13850.68,13850.68,10548.64,3302.04,0.0,0.0,0.0,346.17,714.0,710.0,0.0,1.0,Individual,0.0,0.0,76441.0,96100.0,2.0,4778.0,39281.0,43.0,0.0,0.0,154.0,250.0,24.0,20.0,5.0,44.0,12.0,0.0,6.0,8.0,8.0,9.0,5.0,13.0,17.0,8.0,17.0,0.0,0.0,0.0,0.0,100.0,42.9,0.0,0.0,191523.0,76441.0,68900.0,95423.0,N,Cash,N,10,2015,11,1994,2,2019,2,2019,B
74180,6400.0,6400.0,6350.0, 36 months,14.33,219.77,10+ years,RENT,45000.0,Not Verified,Fully Paid,n,debt_consolidation,NY,13.68,1.0,715.0,719.0,2.0,10.0,0.0,6575.0,31.5,27.0,f,0.0,0.0,6832.751723776801,6779.37,6400.0,432.75,0.0,0.0,0.0,5735.61,774.0,770.0,0.0,1.0,Individual,0.0,0.0,11083.0,20900.0,5.0,1108.0,9350.0,38.1,0.0,0.0,133.0,129.0,2.0,2.0,0.0,9.0,0.0,0.0,3.0,6.0,3.0,10.0,7.0,8.0,20.0,6.0,10.0,0.0,0.0,0.0,3.0,92.0,0.0,0.0,0.0,34935.0,11083.0,15100.0,14035.0,N,Cash,N,1,2013,2,2002,8,2013,2,2019,C
60736,10000.0,10000.0,10000.0, 36 months,6.71,307.45,2 years,MORTGAGE,65000.0,Source Verified,Current,n,debt_consolidation,AL,7.05,1.0,670.0,674.0,0.0,12.0,1.0,9105.0,34.4,36.0,w,6887.01,6887.01,3672.61,3672.61,3112.99,559.62,0.0,0.0,0.0,298.12,704.0,700.0,0.0,1.0,Individual,0.0,0.0,9105.0,26500.0,7.0,828.0,10278.0,40.9,0.0,0.0,155.0,463.0,1.0,1.0,1.0,19.0,12.0,0.0,3.0,7.0,3.0,15.0,7.0,12.0,28.0,7.0,11.0,0.0,0.0,0.0,3.0,95.2,0.0,1.0,0.0,26500.0,9105.0,17400.0,0.0,N,DirectPay,N,2,2018,7,1979,2,2019,2,2019,A
57914,8100.0,8100.0,8100.0, 36 months,14.16,277.47,9 years,RENT,41776.0,Source Verified,Fully Paid,n,credit_card,CA,9.71,0.0,685.0,689.0,0.0,15.0,1.0,8479.0,44.4,25.0,w,0.0,0.0,9260.64,9260.64,8100.0,1160.64,0.0,0.0,0.0,5653.53,699.0,695.0,0.0,1.0,Individual,0.0,0.0,8479.0,19100.0,6.0,565.0,3528.0,48.1,0.0,0.0,23.0,227.0,19.0,19.0,0.0,22.0,19.0,0.0,7.0,12.0,7.0,12.0,1.0,15.0,24.0,12.0,15.0,0.0,0.0,0.0,0.0,96.0,28.6,0.0,0.0,19100.0,8479.0,6800.0,0.0,N,Cash,N,3,2014,4,1995,5,2015,4,2018,C
49120,12000.0,12000.0,12000.0, 36 months,13.98,410.02,1 year,RENT,45310.0,Verified,Fully Paid,n,major_purchase,OR,11.76,3.0,695.0,699.0,0.0,7.0,0.0,5255.0,44.9,31.0,f,0.0,0.0,14760.4980014633,14760.5,12000.0,2760.5,0.0,0.0,0.0,409.8,664.0,660.0,0.0,1.0,Individual,1.0,0.0,13420.0,11700.0,3.0,1917.0,350.0,86.0,0.0,1838.0,132.0,133.0,11.0,11.0,0.0,17.0,11.0,2.0,1.0,4.0,1.0,5.0,10.0,5.0,19.0,4.0,6.0,0.0,0.0,2.0,1.0,83.3,100.0,0.0,0.0,24050.0,13420.0,2500.0,10512.0,N,Cash,N,8,2014,9,2001,8,2017,7,2018,C
